Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
2016-01-01,337.33447265625,352.04998779296875,0.0,353.79998779296875,346.5,347.1499938964844,0.0,452823
2016-01-04,336.7115783691406,351.3999938964844,0.0,353.5,347.8500061035156,350.0,0.0,687951
2016-01-05,333.1662902832031,347.70001220703125,0.0,355.0,345.79998779296875,351.8999938964844,0.0,1494306
2016-01-06,333.30999755859375,347.8500061035156,0.0,350.8999938964844,343.20001220703125,347.70001220703125,0.0,1000140
2016-01-07,329.6688537597656,344.04998779296875,0.0,347.70001220703125,336.54998779296875,346.70001220703125,0.0,1423390
2016-01-08,333.4537658691406,348.0,0.0,350.5,338.20001220703125,347.70001220703125,0.0,1341603
2016-01-11,330.6270751953125,345.04998779296875,0.0,350.0,343.6499938964844,345.0,0.0,705294
2016-01-12,332.39971923828125,346.8999938964844,0.0,349.0,344.70001220703125,346.5,0.0,638269
2016-01-13,335.3221740722656,349.95001220703125,0.0,351.25,345.0,349.5,0.0,735198
2016-01-14,327.4170837402344,341.70001220703125,0.0,359.95001220703125,340.0,347.0,0.0,2007294
2016-01-15,321.8116455078125,335.8500061035156,0.0,342.5,332.54998779296875,342.0,0.0,1570462
2016-01-18,320.2784423828125,334.25,0.0,343.79998779296875,332.6000061035156,335.0,0.0,2640407
2016-01-19,325.0216064453125,339.20001220703125,0.0,340.45001220703125,326.95001220703125,334.1000061035156,0.0,1222626
2016-01-20,326.6026306152344,340.8500061035156,0.0,343.8999938964844,333.95001220703125,335.8999938964844,0.0,1530254
2016-01-21,329.0460510253906,343.3999938964844,0.0,347.6000061035156,337.20001220703125,343.8999938964844,0.0,1015243
2016-01-22,333.07049560546875,347.6000061035156,0.0,349.0,336.79998779296875,346.0,0.0,1027422
2016-01-25,339.6341857910156,354.45001220703125,0.0,357.95001220703125,346.54998779296875,350.8999938964844,0.0,801820
2016-01-27,335.0347900390625,349.6499938964844,0.0,357.8500061035156,345.0,357.8500061035156,0.0,866074
2016-01-28,324.8299255371094,339.0,0.0,348.8999938964844,336.8999938964844,345.79998779296875,0.0,1060659
2016-01-29,348.49755859375,363.70001220703125,0.0,366.70001220703125,346.45001220703125,347.0,0.0,1807418
2016-02-01,344.9042663574219,359.95001220703125,0.0,366.25,357.45001220703125,364.5,0.0,659748
2016-02-02,337.2865295410156,352.0,0.0,362.79998779296875,350.70001220703125,359.8999938964844,0.0,757686
2016-02-03,339.2508239746094,354.04998779296875,0.0,356.5,345.0,345.0,0.0,723244
2016-02-04,346.8685607910156,362.0,0.0,372.8999938964844,356.04998779296875,356.04998779296875,0.0,1519516
2016-02-05,354.1029357910156,369.54998779296875,0.0,372.0,361.1000061035156,363.6499938964844,0.0,1549307
2016-02-08,356.06732177734375,371.6000061035156,0.0,376.0,365.0,366.1000061035156,0.0,1047610
2016-02-09,351.51580810546875,366.8500061035156,0.0,375.6000061035156,365.5,367.5,0.0,808046
2016-02-10,354.9174499511719,370.3999938964844,0.0,373.79998779296875,364.04998779296875,365.0,0.0,2059928
2016-02-11,341.4547119140625,356.3500061035156,0.0,370.29998779296875,353.95001220703125,369.0,0.0,1069363
2016-02-12,340.97564697265625,355.8500061035156,0.0,360.75,341.1000061035156,358.1499938964844,0.0,2187500
2016-02-15,343.7065124511719,358.70001220703125,0.0,364.6499938964844,350.5,356.25,0.0,775675
2016-02-16,333.02252197265625,347.54998779296875,0.0,363.3999938964844,346.5,362.95001220703125,0.0,1720575
2016-02-17,313.18780517578125,326.8500061035156,0.0,346.3500061035156,323.04998779296875,346.29998779296875,0.0,2744020
2016-02-18,319.70355224609375,333.6499938964844,0.0,335.5,320.1499938964844,328.1000061035156,0.0,1744811
2016-02-19,320.70965576171875,334.70001220703125,0.0,340.79998779296875,331.0,333.0,0.0,807083
2016-02-22,323.77593994140625,337.8999938964844,0.0,339.3999938964844,326.29998779296875,337.70001220703125,0.0,873701
2016-02-23,315.6791687011719,329.45001220703125,0.0,338.0,326.5,338.0,0.0,828320
2016-02-24,313.28363037109375,326.95001220703125,0.0,332.0,324.1499938964844,331.0,0.0,668565
2016-02-25,310.2174072265625,323.75,0.0,330.75,322.70001220703125,328.1000061035156,0.0,1270824
2016-02-26,316.3498840332031,330.1499938964844,0.0,337.0,324.95001220703125,328.54998779296875,0.0,881692
2016-02-29,303.557861328125,316.79998779296875,0.0,331.75,301.70001220703125,331.75,0.0,1857767
2016-03-01,323.39263916015625,337.5,0.0,340.0,310.0,312.5,0.0,1388815
2016-03-02,319.943115234375,333.8999938964844,0.0,338.45001220703125,327.5,337.5,0.0,1520145
2016-03-03,327.8482666015625,342.1499938964844,0.0,344.5,332.45001220703125,333.0,0.0,1501530
2016-03-04,324.30291748046875,338.45001220703125,0.0,345.3999938964844,336.0,341.8999938964844,0.0,893896
2016-03-08,327.2733154296875,341.54998779296875,0.0,344.0,336.20001220703125,338.0,0.0,2006420
2016-03-09,325.64447021484375,339.8500061035156,0.0,341.54998779296875,337.20001220703125,341.54998779296875,0.0,914711
2016-03-10,324.8778076171875,339.04998779296875,0.0,345.5,337.79998779296875,339.70001220703125,0.0,3429651
2016-03-11,331.537353515625,346.0,0.0,347.3999938964844,337.0,340.04998779296875,0.0,1425552
2016-03-14,326.8900451660156,341.1499938964844,0.0,349.5,340.04998779296875,347.1000061035156,0.0,794134
2016-03-15,329.4292907714844,343.79998779296875,0.0,345.0,340.25,342.70001220703125,0.0,963552
2016-03-16,325.4527587890625,339.6499938964844,0.0,343.6000061035156,337.04998779296875,342.8999938964844,0.0,804723
2016-03-17,325.3089904785156,339.5,0.0,343.8999938964844,337.70001220703125,343.5,0.0,1527064
2016-03-18,323.6800842285156,337.79998779296875,0.0,344.5,336.04998779296875,340.1000061035156,0.0,2523802
2016-03-21,327.8003845214844,342.1000061035156,0.0,344.45001220703125,337.25,341.0,0.0,1071707
2016-03-22,345.834716796875,358.6000061035156,2.2,361.0,341.6000061035156,341.6000061035156,0.0,1399074
