Ticker,Date,Open,High,Low,Close,Adj_Close,Volume,NIFTY50_Row_Present
SUNPHARMA.NS,2025-03-18,1704.300048828125,1704.300048828125,1704.300048828125,1704.300048828125,1683.3331298828125,0.0,True
SUNPHARMA.NS,2026-01-15,1700.699951171875,1700.699951171875,1700.699951171875,1700.699951171875,1685.3070068359375,0.0,False
SUNPHARMA.NS,2026-05-01,1808.300048828125,1808.300048828125,1808.300048828125,1808.300048828125,1803.5732421875,0.0,False
SUNPHARMA.NS,2026-05-28,1844.300048828125,1844.300048828125,1844.300048828125,1844.300048828125,1839.4791259765625,0.0,False
SUNPHARMA.NS,2026-06-26,1862.800048828125,1862.800048828125,1862.800048828125,1862.800048828125,1857.9307861328125,0.0,False
TCS.NS,2025-03-18,3497.699951171875,3497.699951171875,3497.699951171875,3497.699951171875,3317.442626953125,0.0,True
TCS.NS,2026-01-15,3192.5,3192.5,3192.5,3192.5,3076.68505859375,0.0,False
TCS.NS,2026-05-01,2473.89990234375,2473.89990234375,2473.89990234375,2473.89990234375,2427.4951171875,0.0,False
TCS.NS,2026-05-28,2284.199951171875,2284.199951171875,2284.199951171875,2284.199951171875,2271.744140625,0.0,False
TCS.NS,2026-06-26,2094.699951171875,2094.699951171875,2094.699951171875,2094.699951171875,2083.27734375,0.0,False
TITAN.NS,2025-03-18,3017.35009765625,3017.35009765625,3017.35009765625,3017.35009765625,2998.457763671875,0.0,True
TITAN.NS,2026-01-15,4221.5,4221.5,4221.5,4221.5,4207.693359375,0.0,False
TITAN.NS,2026-05-01,4385.2001953125,4385.2001953125,4385.2001953125,4385.2001953125,4370.85791015625,0.0,False
TITAN.NS,2026-05-28,4137.89990234375,4137.89990234375,4137.89990234375,4137.89990234375,4124.36669921875,0.0,False
TITAN.NS,2026-06-26,4291.2998046875,4291.2998046875,4291.2998046875,4291.2998046875,4277.2646484375,0.0,False
ULTRACEMCO.NS,2025-03-18,10547.099609375,10547.099609375,10547.099609375,10547.099609375,10271.017578125,0.0,True
ULTRACEMCO.NS,2026-01-15,12255.0,12255.0,12255.0,12255.0,12009.859375,0.0,False
ULTRACEMCO.NS,2026-05-01,11586.0,11586.0,11586.0,11586.0,11354.2412109375,0.0,False
ULTRACEMCO.NS,2026-05-28,11689.0,11689.0,11689.0,11689.0,11455.181640625,0.0,False
ULTRACEMCO.NS,2026-06-26,11489.0,11489.0,11489.0,11489.0,11259.181640625,0.0,False
